Year,Regn,Aslt,Fraud,Drug,Thief,Popln,Incme,StnNo,Police,Float,Unemp,CPI,Aging,Dens,Estab,Multi,Crime_Aslt,Crime_Fraud,Crime_Drug,Crime_Thief,Crime
2019,전북군산,918,2075,14,929,270131,2217187,21,545,256,2.9,115.2,133.4,676.3758826,263,1885,339.835117,768.1458255,5.18267063,343.9072154,1457.070829
2019,전북김제,206,366,6,219,83895,2058070,12,248,88,1.3,115.2,331.7,153.6341495,39,769,245.5450265,436.2596102,7.151796889,261.0405864,949.9970201
2019,전북남원,177,398,2,205,81441,1753645,11,268,91,1.9,115.2,253.5,108.2689674,68,754,217.3352488,488.6973392,2.455765524,251.7159662,960.2043197
2019,전북익산,926,1485,12,1095,287771,2017194,19,519,278,2.9,115.2,156,568.0550346,114,2045,321.7836405,516.0353198,4.169982382,380.5108923,1222.499835
2019,전북전주,1707,3423,27,2202,654394,2032491,19,1096,654,2.5,115.2,105.9,3176.824118,306,2792,260.8520249,523.0793681,4.1259547,336.4945278,1124.551875
2019,전북정읍,229,474,10,363,110541,1881803,16,318,114,0.8,115.2,255.3,181.4229444,93,983,207.1629531,428.8001737,9.046417166,328.3849431,973.3944871
2019,전남광양,339,577,7,374,156750,2438365,8,273,157,1.7,115.2,84.9,337.234569,243,1094,216.2679426,368.1020734,4.465709729,238.5964912,827.4322169
2019,전남나주,206,436,6,369,114664,3253428,11,263,128,1,115.2,166,188.4495283,64,974,179.6553408,380.241401,5.23267983,321.8098095,886.9392311
2019,전남목포,950,1333,10,1162,229861,1796688,11,641,226,2.3,115.2,112.9,4443.475739,157,1374,413.2932511,579.9156882,4.350455275,505.522903,1503.082298
2019,전남순천,842,1204,29,782,279598,1951040,17,494,278,2.3,115.2,107.8,306.8930696,303,1410,301.1466463,430.6182448,10.37203413,279.6872653,1021.82419
2019,전남여수,1081,1306,36,921,282786,2459723,18,525,290,1.6,115.2,147.6,551.949877,382,1591,382.2678633,461.8333298,12.73047463,325.6879761,1182.519644
2019,경북경산,882,1032,19,1085,263185,2182327,8,415,291,4,115.2,131,638.9846557,100,1527,335.1254821,392.1196117,7.219256417,412.2575375,1146.721888
2019,경북경주,612,2638,43,1023,255402,2675842,22,496,287,2.1,115.2,201.8,192.7664103,231,1931,239.6222426,1032.881497,16.83620332,400.5450231,1689.884966
2019,경북구미,846,3413,31,1530,419742,2431018,17,658,432,4.9,115.2,56.8,681.8199539,315,2141,201.5523822,813.1185347,7.385489181,364.5096273,1386.566033
2019,경북김천,416,614,19,416,141229,2560373,14,287,145,2.8,115.2,188.7,139.8210025,129,871,294.5570669,434.7549016,13.45332757,294.5570669,1037.322363
2019,경북문경,178,267,16,169,72242,1848459,8,193,75,2.8,115.2,308.9,79.20663984,105,516,246.3940644,369.5910966,22.14778107,233.9359375,872.0688796
2019,경북상주,190,393,23,287,100688,1807993,13,242,115,2,115.2,326.3,80.24866502,68,777,188.7017321,390.3146353,22.84284125,285.0389321,886.8981408
2019,경북안동,416,861,37,459,160052,1917077,17,365,174,2.3,115.2,212.3,105.1389683,228,887,259.9155275,537.9501662,23.11748682,286.7817959,1107.764976
2019,경북영주,196,507,27,240,105067,1925399,8,227,108,2.1,115.2,250.7,156.7766388,138,636,186.5476315,482.5492305,25.69788801,228.4256712,923.2204213
2019,경북영천,242,513,11,358,102470,2298754,12,233,122,1.8,115.2,300.2,111.4773716,78,781,236.1666829,500.634332,10.73484922,349.3705475,1096.906412
2019,경북포항,1308,3016,36,2002,507025,2672835,28,878,529,3.2,115.2,127.4,448.4050127,349,2253,257.975445,594.8424634,7.100241605,394.8523248,1254.770475
2019,경남거제,675,1397,38,822,248276,2691207,9,382,250,5.7,115.2,56,614.7271467,372,1808,271.874849,562.680243,15.30554705,331.0831494,1180.943788
2019,경남김해,1691,4316,123,2205,542455,2293495,14,789,541,4,115.2,69.7,1170.218962,639,3683,311.730927,795.6420348,22.67469191,406.4853306,1536.532984
2019,경남밀양,143,621,37,300,105552,2023971,10,226,111,3.2,115.2,286.1,132.1530969,102,729,135.4782477,588.3356071,35.05381234,284.2201,1043.087767
2019,경남사천,318,626,33,273,111925,2446418,8,232,121,3.3,115.2,166.8,280.6403891,174,738,284.1188296,559.3031048,29.48402948,243.9133348,1116.819299
2019,경남양산,896,1899,39,1278,350759,2365898,12,423,347,3.9,115.2,83.2,722.1721227,336,2154,255.446047,541.3973697,11.11874535,364.3527322,1172.314894
2019,경남진주,765,1856,68,1605,347334,2278787,13,521,352,3,115.2,119.2,487.2059587,274,1853,220.2490974,534.3559801,19.57769755,462.0912436,1236.274019
2019,경남창원,2763,6456,181,3699,1044740,2472842,33,759,1064,4.3,115.2,102.1,1394.399658,1966,5429,264.4677145,617.9527921,17.32488466,354.0593832,1253.804774
2019,경남통영,374,1176,18,466,131404,1862102,8,252,126,5.5,115.2,132.9,547.7220624,325,952,284.6184287,894.9499254,13.69821314,354.6315181,1547.898085
2018,세종,301,1040,21,588,314126,2262502,11,308,,,114.7,44,675.5397849,,1397,95.82142198,331.0773384,6.685215487,187.1860336,620.7700095
2018,경기고양,3056,4794,93,2262,1056853,1976996,18,545,970,3.8,114.7,93.9,3941.275406,103,4981,289.1603657,453.6108617,8.799710083,214.0316581,965.6025956
2018,경기과천,122,248,1,175,58325,2452834,2,187,47,4.6,114.7,102.2,1626.010594,4,149,209.172739,425.2036005,1.714530647,300.0428633,936.1337334
2018,경기광명,980,1321,26,1027,333114,2160589,6,492,321,4.3,114.7,87.5,8647.819315,189,2389,294.1935794,396.5609371,7.805135779,308.3028633,1006.862516
2018,경기광주,1122,1592,17,812,376819,2151478,9,440,381,3.3,114.7,80.6,874.3103088,35,2822,297.7556864,422.4840043,4.511449794,215.4880725,940.239213
2018,경기구리,967,896,9,833,204977,1859065,5,369,195,3.4,114.7,88,6148.080384,193,910,471.7602463,437.1222137,4.390736522,406.3870581,1319.660255
2018,경기군포,712,1026,15,658,283876,2183019,5,403,274,4.6,114.7,86.1,7794.508512,103,2148,250.8137356,361.4254111,5.283997238,231.7913455,849.3144894
2018,경기김포,1181,2027,24,1010,443019,2240729,12,509,395,4,114.7,64.4,1601.659436,96,3306,266.5799887,457.542453,5.417374876,227.9811927,957.5210093
2018,경기남양주,1694,2058,39,1274,688965,1883134,17,740,592,4,114.7,82.5,1503.896359,111,3169,245.8760605,298.708933,5.66066491,184.9150537,735.1607121
2018,경기동두천,331,660,17,329,99566,1841616,5,225,92,4.8,114.7,150.3,1040.614548,179,958,332.4428018,662.8768857,17.0741016,330.4340839,1342.827873
2018,경기부천,2859,5505,59,3715,868106,2017712,14,1506,863,4.6,114.7,96.5,16238.42125,502,8463,329.3376615,634.1391489,6.796405047,427.9431314,1398.216347
2018,경기성남,3007,4114,70,3126,972280,2678404,23,1019,940,4.8,114.7,101.4,6864.929747,330,5609,309.2730489,423.1291398,7.19957214,321.5123216,1061.114082
2018,경기수원,4658,6813,98,5381,1242212,2746762,23,1862,1233,4.4,114.7,69.1,10257.73741,375,9098,374.976252,548.4571072,7.889152576,433.1788777,1364.501389
2018,경기시흥,1551,2598,68,1714,483327,2397567,12,751,483,4.4,114.7,56.3,3454.062746,287,7180,320.9007566,537.5242848,14.06914987,354.6253365,1227.119528
2018,경기안산,2664,3918,94,3025,717130,2392167,22,1319,746,4.7,114.7,78.6,4583.178884,429,10984,371.4807636,546.3444564,13.10780472,421.8203115,1352.753336
2018,경기안성,628,903,28,620,194954,2385263,10,338,221,2.6,114.7,120.2,352.2395071,83,1710,322.127271,463.1861875,14.3623624,318.0237389,1117.69956
2018,경기안양,1877,2619,90,1662,584239,2360169,10,912,570,5.4,114.7,95.2,9986.991453,393,2817,321.2726299,448.2754489,15.4046546,284.4726216,1069.425355
2018,경기양주,797,1030,22,475,224250,2029303,27,325,201,4.3,114.7,101,722.2222222,72,1669,355.4069119,459.3088071,9.810479376,211.8171683,1036.343367
2018,경기여주,337,542,13,414,115074,2056349,11,273,115,2.3,114.7,167,189.2073201,42,758,292.8550324,471.0012687,11.2970784,359.7684968,1134.921876
2018,경기오산,896,920,6,870,229520,2091623,4,345,231,4,114.7,47.8,5376.434762,135,2725,390.3799233,400.8365284,2.614151272,379.0519345,1172.882537
2018,경기용인,1919,3224,64,2201,1053522,2480416,22,1049,943,3.9,114.7,76,1781.885529,196,4615,182.1509185,306.0211367,6.074861275,208.918276,703.1651926
2018,경기의왕,280,556,10,216,155084,2260217,4,233,152,4.1,114.7,100.3,2870.331297,16,551,180.5473163,358.5153852,6.448118439,139.2793583,684.7901782
2018,경기의정부,2134,2290,63,1723,451542,1742987,7,762,413,4.6,114.7,108,5536.995708,273,2289,472.6027701,507.1510513,13.95219049,381.5813368,1375.287349
2018,경기이천,892,963,36,781,221585,2893320,13,375,240,2.2,114.7,86.8,480.0472281,110,1430,402.5543245,434.5962046,16.24658709,352.460681,1205.857797
2018,경기파주,1025,2296,43,1112,463122,2155460,13,581,439,3,114.7,80.6,687.2571861,138,2960,221.3239708,495.7656946,9.284810482,240.1095176,966.4839934
2018,경기평택,2182,3686,104,2060,518672,2604783,16,823,500,3.3,114.7,77.5,1131.039295,666,5073,420.6897615,710.6610729,20.0512077,397.1681525,1548.570195
2018,경기포천,518,971,42,563,163474,2115007,14,372,177,3,114.7,157.6,197.6161406,154,1658,316.869961,593.9782473,25.692159,344.3972742,1280.937641
2018,경기하남,500,634,9,546,256760,2082985,6,278,242,3.3,114.7,75.6,2761.454076,38,1100,194.7343823,246.9231968,3.505218881,212.6499455,657.8127434
2018,경기화성,1896,2904,58,1935,798100,2669953,17,869,781,4,114.7,42.5,1138.890078,262,5832,237.564215,363.8641774,7.267259742,242.4508207,851.1464729
2018,강원강릉,834,904,4,658,212957,1879834,7,408,219,2.3,114.7,174,204.6030572,223,811,391.6283569,424.4988425,1.878313462,308.9825646,1126.988077
2018,강원동해,271,287,2,168,91272,1882971,4,227,88,2.6,114.7,139.4,506.1106798,127,365,296.9147165,314.4447366,2.19125252,184.0652117,797.6159173
2018,강원삼척,287,291,4,224,68326,2138766,8,220,69,2.7,114.7,223.7,57.52073073,97,353,420.045078,425.8993648,5.854286802,327.8400609,1179.638791
2018,강원속초,423,439,6,228,81682,1795991,2,296,79,0.8,114.7,142.3,772.4066194,91,384,517.8619524,537.4501114,7.345559609,279.1312652,1341.788889
2018,강원원주,1143,1841,64,1065,344070,2312604,10,569,349,3.6,114.7,101.7,396.2616177,271,1638,332.1998431,535.065539,18.6008661,309.5300375,1195.396286
2018,강원춘천,653,1206,36,878,280640,1913397,10,481,283,2.6,114.7,127.4,251.372679,194,1228,232.6824401,429.732041,12.82782212,312.8563284,988.0986317
2018,강원태백,120,113,5,77,44858,1950194,5,152,46,0.2,114.7,191.1,147.8315318,62,220,267.5108119,251.9060145,11.14628383,171.652771,702.2158812
2018,충북제천,281,608,13,308,135386,1872923,7,264,144,1.8,114.7,171.5,153.3649762,108,854,207.5546955,449.0863162,9.602174523,227.4976733,893.7408595
2018,충북청주,2548,4282,118,3333,837749,2194768,21,1261,856,3.3,114.7,82.8,890.2657783,217,4120,304.1483786,511.1316158,14.08536447,397.8518626,1227.217221
2018,충북충주,408,937,30,769,210504,2047089,9,351,227,2.3,114.7,151.8,214.1030727,192,1358,193.820545,445.122183,14.25151066,365.3137233,1018.507962
2018,충남계룡,36,105,1,60,43731,1767242,1,0,34,1.9,114.7,57.4,720.5635195,24,129,82.32146532,240.1042739,2.28670737,137.2024422,461.9148888
2018,충남공주,190,467,17,371,107581,2244585,8,248,130,1.3,114.7,245.9,124.4919922,62,873,176.6111116,434.0915217,15.80204683,344.8564338,971.361114
2018,충남논산,295,678,8,460,120230,1926424,6,265,137,2.1,114.7,221.5,216.1710238,71,1053,245.3630541,563.919155,6.653913333,382.6000166,1198.536139
2018,충남당진,330,877,40,573,167770,2680560,9,270,198,2,114.7,112.1,237.7591656,126,1521,196.6978602,522.7394647,23.84216487,341.5390117,1084.818502
2018,충남보령,155,609,15,278,101990,2205528,8,254,114,1.8,114.7,211.9,173.774514,81,741,151.9756839,597.1173644,14.70732425,272.5757427,1036.376115
2018,충남서산,494,841,15,595,174162,2604607,7,275,190,1.6,114.7,118.2,234.6311365,100,1263,283.6439637,482.8837519,8.612670962,341.6359481,1116.776335
2018,충남아산,1052,1466,26,1164,312822,2555003,12,422,351,2.8,114.7,69.3,576.3010998,188,3002,336.2934832,468.6371163,8.311435896,372.0965917,1185.338627
2018,충남천안,2094,4041,68,3252,646075,2334384,18,877,709,3.2,114.7,63.8,1015.569738,377,4434,324.1109778,625.4691793,10.52509384,503.3471346,1463.452386
2018,전북군산,824,2141,9,1025,272645,2132924,21,541,246,3.7,114.7,122.2,682.6706395,261,1794,302.2245044,785.2702232,3.3009958,375.9467439,1466.742467
2018,전북김제,232,305,1,161,85331,1979854,12,246,87,1.3,114.7,312.4,156.263849,40,723,271.8824343,357.4316485,1.171907044,188.6770341,819.163024
2018,전북남원,189,367,5,248,82554,1686999,11,262,89,2.2,114.7,237.6,109.7486074,77,715,228.9410568,444.5575018,6.056641713,300.409429,979.9646292
2018,전북익산,954,1496,10,979,294062,1940532,19,516,278,1.8,114.7,141.7,580.4733611,114,2012,324.4213805,508.7362529,3.400643402,332.922989,1169.481266
2018,전북전주,1647,3058,20,2212,651091,1955247,19,1094,613,2.6,114.7,99.2,3160.789359,312,2647,252.9600317,469.67321,3.071767234,339.7374561,1065.442465
2018,전북정읍,235,463,5,311,112169,1810286,16,317,113,1.4,114.7,236.9,184.094863,95,952,209.5053,412.7700167,4.457559575,277.2602056,903.9930819
2018,전남광양,357,643,3,321,156564,2333251,8,273,154,2.6,114.7,78.9,336.8344055,240,1052,228.0217675,410.694668,1.916149306,205.0279758,845.6605605
2018,전남나주,214,389,4,305,113839,3113178,11,263,121,2.3,114.7,161.2,187.0936463,63,908,187.9847855,341.7106615,3.513734309,267.9222411,801.1314224
2018,전남목포,1009,1747,12,994,232327,1719236,11,643,217,2.2,114.7,105.9,4491.146337,159,1315,434.3016524,751.9573704,5.165133626,427.8452354,1619.269392
2018,전남순천,737,1794,14,740,279389,1866934,17,497,270,2.5,114.7,101.8,306.6636665,308,1320,263.789913,642.1154734,5.010934575,264.8636847,1175.780006
2018,전남여수,1216,1129,26,809,283300,2353688,18,526,281,1.6,114.7,136.2,552.9531171,383,1495,429.2269679,398.5174726,9.1775503,285.5630074,1122.484998
2018,경북경산,818,862,23,981,261093,2111205,8,410,284,3.6,114.7,122.1,633.9055065,99,1446,313.2983266,330.1505594,8.809121654,375.7281888,1027.986196
2018,경북경주,514,1932,22,832,256864,2588636,22,500,284,1.7,114.7,187,193.8698648,234,1805,200.1058926,752.1489971,8.564843653,323.9068145,1284.726548
2018,경북구미,884,2818,14,1360,421494,2351791,17,659,443,4.9,114.7,52.4,684.6658653,333,2026,209.7301504,668.5741671,3.321518219,322.6617698,1204.287606
2018,경북김천,306,576,15,366,141104,2476930,14,286,143,2.4,114.7,180.2,139.6972487,126,789,216.8613221,408.2095476,10.63045697,259.38315,895.0844767
2018,경북문경,160,219,17,142,71874,1788218,8,192,72,3.1,114.7,293,78.80316204,108,478,222.6117929,304.6998915,23.65250299,197.5679662,748.5321535
2018,경북상주,149,316,32,245,100297,1749071,13,242,111,2,114.7,306.8,79.93703674,69,757,148.5587804,315.0642592,31.90524143,244.2745047,739.8027857
2018,경북안동,404,818,41,408,162180,1854599,17,361,173,2.1,114.7,197.4,106.5368622,229,841,249.1059317,504.3778518,25.28055247,251.572327,1030.336663
2018,경북영주,166,463,3,194,106801,1862650,8,227,110,2.1,114.7,230.1,159.364042,141,609,155.4292563,433.5165401,2.808962463,181.6462393,773.4009981
2018,경북영천,252,524,9,364,101595,2223838,12,233,117,1.5,114.7,292.3,110.5254569,77,730,248.0437029,515.773414,8.858703676,358.2853487,1130.961169
2018,경북포항,1234,2941,33,1702,510013,2585727,28,875,522,2.7,114.7,116.7,451.0475534,402,2153,241.9546168,576.6519677,6.470423303,333.7169837,1158.793992
2018,경남거제,508,1303,20,795,250516,2607185,9,377,240,7.1,114.7,50.9,620.2733485,385,1701,202.7814591,520.126459,7.983522011,317.3449999,1048.23644
2018,경남김해,1641,3048,142,2408,533672,2221890,14,783,540,3.9,114.7,64.7,1151.271707,641,3405,307.4922424,571.1373278,26.60810385,451.2134794,1356.451154
2018,경남밀양,144,515,40,246,106744,1960781,10,222,108,2.2,114.7,265.6,133.6455034,103,667,134.9021959,482.4627145,37.4728322,230.457918,885.2956606
2018,경남사천,253,524,25,206,113888,2370039,8,229,121,2.7,114.7,151,285.5624091,173,700,222.1480753,460.101152,21.95139084,180.8794605,885.0800787
2018,경남양산,628,1841,30,984,348639,2292033,12,416,332,4.6,114.7,76.8,717.8072884,327,2036,180.129016,528.0533733,8.604889298,282.240369,999.0276475
2018,경남진주,820,1710,80,1723,345987,2207642,13,521,346,3.1,114.7,112.4,485.3165196,276,1754,237.0031244,494.2382228,23.12225604,497.9955894,1252.359193
2018,경남창원,2882,5522,126,3377,1053601,2395638,33,768,1051,3.7,114.7,93,1406.226309,2003,5202,273.5380851,524.1073234,11.95898637,320.5198173,1130.124212
2018,경남통영,376,930,17,412,133720,1803966,8,247,120,6.1,114.7,121.4,557.3756825,333,932,281.1845648,695.483099,12.71313192,308.1064912,1297.487287
